timestamp,latitude,longitude
1702563104.8586679,-17.6279,-155.5502
1702563110.2532153,-17.3822,-155.3504
1702563115.634377,-17.1116,-155.1313
1702563121.0162761,-16.8406,-154.9129
1702563126.4064724,-16.5691,-154.6949
1702563131.7975054,-16.3223,-154.4976
1702563137.1787066,-16.0506,-154.2811
